WT sseJ sseL slrP ssaV_new srfJ steC sspH2 sseI steB spvD_new sseG sseF sifB pipB2 steA sifA gtgE steE spvB gogB sseK1 gtgA sopD2 pipB
1918 7 0 0 1 0 0 0 0 5 0 1 4 2 0 0 1 0 0 5 2 0 0 12 0 0
2018 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 2 1 1 0 2 0 0
2122 2 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 3 1 0 0 3 0 0
2220 0 0 0 130 0 0 0 0 2 0 0 1 1 0 0 0 0 0 5 1 0 0 5 0 0
2318 2 0 0 0 0 0 0 0 1 0 1 2 1 0 0 0 0 1 3 1 0 0 4 0 0
2418 2 3 0 0 0 0 0 1 3 0 0 2 0 2 0 0 0 0 4 0 1 0 3565 0 0
2518 5 0 0 0 0 2 0 1 1 0 6601 2 0 0 0 0 0 0 3 2 1 0 3 0 1
2618 4 0 0 1 0 0 0 0 2 0 0 2 1 0 0 162 0 0 5 6 0 0 4 0 0
2718 7 0 0 0 0 1 0 0 9 1 0 6 1 0 0 0 0 3 11 2 0 0 7 0 0
2818 3 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 51 2 1 0 0 2 0 0
2918 1 0 0 0 0 0 0 0 2 0 0 3 2 7820 1 0 0 1 3 0 2 0 4 0 0
3018 5 0 0 2 0 0 0 0 3 0 0 3 0 1 0 0 0 0 9 1 2 0 8 0 0
3122 2 0 0 2 0 0 0 0 4 0 0 1 1 0 0 0 0 2 4 2 2 0 5 0 0
3220 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 1 0 0
3318 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 3 0 0 0 4 0 0
3418 0 0 0 0 0 0 0 0 7 0 0 4 0 0 0 0 0 0 6 0 0 0 5 0 0
3518 2 0 0 0 0 0 0 0 57013 0 0 2 0 1 0 0 0 0 1 2 0 0 4 0 0
3618 2 0 0 1 0 0 0 2 4 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 1
3718 1 0 0 0 0 0 0 0 4 0 0 3 1 1 0 0 0 0 5 0 0 0 7 0 0
3818 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3918 3 0 0 0 0 1 0 0 4 1 1 7 0 0 0 1 0 0 4 3 1 0 9 0 0
4018 3 0 0 2 0 0 0 0 2 0 0 20 2 0 0 1 0 1 9 5 2 0 12 0 0
4122 2 0 0 1 0 0 0 0 3 0 0 5 1 0 0 0 0 0 5 2 1 0 4 0 0
4220 6 0 0 1 0 0 0 0 2 0 0 3 0 0 0 0 0 0 3 2 3 0 3 0 0
4318 3 0 0 0 0 0 0 0 2 0 0 2 2 0 0 0 0 0 6 1 1 0 10 0 0
4418 1 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 131 3 0 1 0 3 0 0
4518 1 0 0 1 0 0 0 0 4 0 0 7 0 0 0 0 0 0 5 1 0 0 2 0 0
4618 108 0 0 0 0 0 0 0 2 0 0 1 1 0 0 1 0 828 3 3 1 0 4 0 0
4718 3 0 0 0 0 0 0 0 2 0 0 1506 1 0 0 1 0 0 2 1 0 0 1 0 0
4818 4 0 0 3 0 0 0 0 4 0 0 6 0 1 0 0 0 0 6 2 0 0 5 0 0
4918 5 0 0 0 0 0 0 0 2 0 0 4 1 1 1174 0 0 2 4 2 0 0 4 0 0
5018 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
5122 3 0 0 1 0 0 0 0 3 0 0 6 1 1 0 0 0 0 4 3 1 0 8 0 0
5220 8 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 212 3 2 1 0 6 0 0
5318 4 0 0 1 0 0 0 0 9 0 2 2 1 0 0 0 0 0 10 3 0 0 14 0 0
5418 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 2 0 0 2 0 0
5518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5618 5 0 0 1 0 0 0 0 2 1 0 2 0 1 0 1 0 0 1 0 0 0 2 0 0
5718 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
5818 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 5 0 0
5918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
6018 3 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0
6122 81834 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 1 0 3 0 0
6220 0 0 0 0 0 1 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 26 0 0
6318 4 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 0 0 1 1 1 0 2 0 0
6418 3 0 0 0 0 0 0 0 2 0 0 4 1 0 0 0 0 0 12 2 1 0 4 0 0
6518 1 0 0 0 4 0 0 0 5 0 0 0 0 0 0 0 0 0 4 0 0 0 5 0 0
6618 1 0 0 0 0 0 0 0 5 0 0 2 0 0 0 0 0 1 2 0 75172 0 5 0 0
6718 9 0 0 0 0 0 0 0 4 11305 0 0 0 1 0 0 0 0 3 1 0 0 9 0 0
6818 2 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 3 1 0 0 1 0 0
6918 6 0 0 0 0 0 0 0 4 0 1 3 0 0 0 0 0 0 7 3 1 0 3 0 0
7018 2 0 0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 3 0 0 0 5 0 0
7122 1 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 5 1 0 0 4 0 0
7220 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 94169 0 1 0 3 0 0
7318 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0
7418 1 0 0 0 0 0 0 0 3 0 0 3 1 0 0 0 0 0 3 0 0 0 6 0 771
7518 0 0 0 1 0 0 0 0 0 0 0 2 0 466 0 0 0 0 3 0 0 0 3 0 0
7618 1 0 0 1 0 0 0 0 7 0 0 1 0 0 0 0 0 0 6 7 2 0 8 0 0
7718 2 0 0 3 0 0 0 0 46408 0 1 3 0 0 0 0 0 1 7 1 1 0 4 0 0
7818 1 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 4 0 0 0 5 0 0
7918 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 4 1 2 0 4 0 0
8018 3 0 0 191 0 0 0 0 5 0 2 1 0 0 0 0 2 0 3 5 0 0 6 0 0
8122 3 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 118 2 0 0 2 0 0
8220 4 0 0 0 0 0 0 2 1 0 0 1 1 0 0 0 0 0 5 2 0 0 5 0 0
8318 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 4 0 0 0 1 0 0
8418 2 0 0 1 0 0 0 0 6 0 1 2 0 0 0 0 0 0 3 0 0 0 5 0 0
8518 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
8618 4 0 0 13541 0 0 0 0 0 0 0 2 0 1 0 1 0 1 4 0 0 0 6 0 0
8718 63 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 2 5 1 0 0 5 0 0
8818 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 5 0 0
8918 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0
9018 5 0 0 0 0 1753 0 0 1 0 0 1 0 1 0 0 0 0 0 0 37 0 0 0 0
9121 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 2 1 0 0 1 0 0
9219 3 0 0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 4 1 0 0 0 0 0
9318 2 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1232 2 0 0 0 0 0 0
9418 0 0 0 0 0 3 0 0 3 0 0 3 0 0 0 0 0 0 1 1 0 0 2 0 0
9518 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9618 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103 1 0 0 13 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2103 0 0 0 5 2 2 0 2 0 0 2 0 0 0 0 0 1 0 0 650 0 0 0 0 0
3103 0 0 0 8 0 3 0 3 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
4103 1 0 0 5 0 3 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0
5103 1 0 0 5 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
6103 0 0 0 14 0 15 0 78 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7103 0 0 0 5 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8103 6 0 0 4 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
975 0 0 0 11 2 4 0 3 0 1 0 583 0 0 0 1 0 0 0 0 0 1 0 0 0
1019 0 0 0 7 0 0 0 2 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
1123 0 0 0 3 3 16358 0 4 0 0 1 1 0 0 0 4 0 0 0 1 0 0 0 0 0
1221 0 0 0 6 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1319 0 0 0 9 2 3 0 3 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0
1419 0 0 0 6 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1519 1 0 0 8 1 1 0 1 0 0 1 0 0 15 0 1 0 0 0 1 0 0 0 0 0
1619 1 0 0 5 1 1 0 0 0 0 0 2 0 0 0 0 0 0 5 0 0 0 0 0 0
1719 1 0 0 11 4 3 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1819 0 0 0 12 1 2 0 4 0 0 2 4 0 0 0 1 0 0 0 1 0 1 0 0 0
1919 0 0 0 20 2 2 0 7 0 0 1 2 0 0 0 1 0 0 0 4 0 2 0 0 0
2019 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2123 0 0 0 3 0 2 0 4 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0
2221 2 1 0 10 0 0 0 3 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0
2319 16507 0 0 8 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2419 0 0 0 7 1 1 0 2 0 1 1 0 0 0 0 2 0 0 0 1 0 1 0 0 0
2519 1 8 0 0 0 85693 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
2619 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2719 1 0 0 10 3 2 0 2 0 0 4 2 0 0 0 5 0 0 0 2 0 0 0 0 0
2819 0 1 0 7 0 2 0 1 0 0 3 1 0 0 0 1 0 0 0 1 0 0 0 27 0
2919 1 0 0 7 3 3 0 5 0 1 0 10 0 2 0 2 0 0 0 2 0 0 0 0 0
3019 3 0 0 18 2 2 0 3 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0
3123 0 0 0 4 1 5 0 8 0 1 2 0 0 0 0 6 0 0 0 0 0 0 0 0 0
3221 5 7593 0 4 0 1 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
3319 0 0 0 6 2 1 0 4 0 2 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3419 1 1 0 3 2 1 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0 0 0
3519 1 0 0 3 2 0 0 3 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0
3619 0 0 0 8 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
3719 1 0 0 8 3 3 0 4 0 2 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0
3819 0 0 0 7 0 2 0 2 0 0 22809 1 0 0 0 1 0 0 0 0 0 0 0 0 0
3919 0 0 0 7 2 13878 0 2 0 1 0 0 0 0 0 28945 0 0 0 0 0 0 0 0 0
4019 1 0 0 15 0 3 0 3 0 2 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0
4123 2 0 0 12 4 0 0 4 0 0 1 0 0 0 0 2 0 0 0 2 0 1 0 0 0
4221 0 2 0 7 1 3 0 5 0 1 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0
4319 0 0 0 24 0 0 0 3 0 1 0 3 0 0 0 1 0 0 0 2 0 0 0 0 0
4419 0 1 0 6 1 3 0 2 236 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4519 0 0 0 6 4 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
4619 0 0 0 5 1 0 0 2 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0
4719 1 0 0 3 0 1 0 4 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
4819 2 0 0 13 2 2 0 8 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0
4919 1 1 0 19628 2 2 0 42 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
5019 0 0 0 8 3 1 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0
5123 1 0 0 15 1 3 0 4 0 0 1 1 0 0 0 3 0 0 0 86316 0 0 0 0 0
5221 1 0 0 9 3 2 0 2 0 2 2 1 0 0 0 1 0 0 0 1 0 0 0 0 0
5319 2 0 0 25 2 2 0 7 0 0 2 3 0 0 0 6 0 0 0 2 0 0 0 0 0
5419 1 0 0 14 1 1 0 2 0 0 0 1 0 111 0 0 0 0 0 2 0 0 0 0 0
5519 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5619 1 0 0 8 2 3 0 99730 0 0 2 1 0 1 0 3 0 0 0 2 0 0 0 0 0
5719 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
5819 1 0 0 5 0 1 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 0 0 0 0
5919 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6019 0 0 0 4 2 1 0 1 0 5 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
6123 1 0 0 1 0 9 0 2 0 0 2 0 0 0 0 0 0 0 0 165 0 0 0 0 0
6221 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6319 1 0 0 6 3 1 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6419 0 0 0 2 0 1 0 4 0 1 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0
6519 1 0 0 4 48499 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6619 0 0 0 6 1 0 0 4 0 1 0 2 0 0 0 4 0 0 0 1 0 0 0 0 0
6719 0 0 0 3 2 1 0 1 0 0 0 30083 0 0 0 0 0 0 0 0 0 0 0 0 0
6819 0 0 0 24 2 2 0 2 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0
6919 1 0 0 2 1 3 0 3 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0
7019 1 0 0 2 2 0 0 3 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0
7123 0 1 0 74060 3 3 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
7221 0 0 0 6 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0
7319 1 0 0 8 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 2 0 1 0 0 0
7419 0 0 0 2 6 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
7519 0 0 0 5 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7619 0 1 0 15 1 1 0 3 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
7719 0 0 0 4 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7819 0 0 0 5 3 1 1 7 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
7919 0 0 0 7 3 2 0 4 0 0 0 4 0 0 0 1 0 0 0 1 0 0 0 0 0
8019 0 0 0 8 1 1 0 3 0 0 1 3 0 0 0 2 1 0 0 2 0 0 0 0 0
8123 2 0 0 6 0 0 0 4 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0
8221 0 0 0 8 0 0 0 87802 0 4 0 1 0 0 0 1 0 0 0 98 0 0 1 0 0
8319 0 0 0 3 0 0 0 0 0 61343 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0
8419 0 0 0 7 0 1 0 5 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0
8519 0 0 0 134867 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0
8619 2 0 0 3 2 1 0 4 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0
8719 1 0 0 13 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8819 1 0 0 4 1 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
8919 1 0 0 3 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
9019 0 0 0 3 3 3 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
9122 0 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
9220 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0
9319 0 0 0 4 1 1 0 3 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
9419 0 0 0 5069 0 2 0 3 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0
9519 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 5885 0 0 0
9619 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1104 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
2104 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0
3104 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0
4104 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
5104 0 19258 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
6104 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0
7104 0 1 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 18 0
8104 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
976 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1020 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1124 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1
1222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1320 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
1520 26 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
1620 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0
1720 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
1820 0 0 0 0 0 13290 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
1920 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
2124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
2320 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2420 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2520 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2620 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2720 0 1 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 1 0
2820 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1
2920 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3020 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 9 0
3124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3222 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0
3320 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
3420 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3520 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 1 2 0
3620 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2
3720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3820 0 1 0 0 0 0 0 0 0 0 17506 1 0 0 0 0 0 0 0 0 0 0 0 1 0
3920 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4020 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
4124 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0
4222 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4320 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
4420 0 167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
4520 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0
4620 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4720 0 2 0 4 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0
4820 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4920 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 1 0
5020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
5124 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0
5222 1 0 0 0 0 0 0 0 0 0 0 0 0 0 403 0 0 0 0 0 0 0 0 1 0
5320 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0
5420 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
5520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5620 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
5720 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0
5820 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5920 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6124 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6222 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2 4 0
6320 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 547 0 0 0 0 0 0 1 0
6420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0
6520 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0
6620 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
6720 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0
6820 0 2 0 5 0 0 0 1 0 0 0 234503 0 0 0 0 0 0 0 0 0 0 1 1 1
6920 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
7124 0 0 0 1 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 231
7222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
7320 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
7420 0 1 0 0 0 3705 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 9813 145591 852
7520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7620 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
7720 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
7820 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7920 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0
8020 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
8124 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8222 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0
8320 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
8420 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
8520 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8620 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
8720 0 1 0 0 0 0 0 0 0 0 11846 0 0 0 0 0 0 0 0 0 0 0 0 2 1
