WT sseJ sseL slrP ssaV_new srfJ steC sspH2 sseI steB spvD_new sseG sseF sifB pipB2 steA sifA gtgE steE spvB gogB sseK1 gtgA sopD2 pipB
8820 0 0 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 1 0
8920 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
9020 0 0 0 0 0 0 0 0 0 0 1 83 0 0 0 0 0 0 0 0 0 0 0 5 0
9123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9518
9221 0 0 0 0 0 0 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20626 0
9320 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
9520 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1105 1 1 0 3 0 2 0 2 3 0 2 0 1 0 0 0 0 0 0 0 0 0 3 0 0
2105 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
3105 0 3 0 2 0 0 0 3 36088 0 0 0 3 1 0 0 0 0 0 2 0 0 5 0 0
4105 0 0 0 0 0 0 0 1 1 0 1 0 2 0 0 0 0 0 0 1 0 0 1 0 0
5105 2 4 0 2 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0
6105 0 0 0 0 0 2 0 0 1 0 612 0 1 0 0 0 0 0 0 0 0 0 51 0 0
7105 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 2 0 0 0 0 0 0 4 2 0
8105 0 0 0 46771 0 0 0 3 5 2 0 0 2 0 0 0 0 0 0 0 0 0 34 0 0
977 4 2 0 0 0 1 0 5 6 0 5 0 0 0 0 0 0 0 0 0 0 0 11 0 0
1021 0 2 0 1 0 2 0 0 2 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0
1125 0 8 0 2 0 0 0 4 7 0 2 0 3 1 0 0 0 0 0 3 0 0 10 0 0
1223 1 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 8 0 0
1321 0 0 0 1 0 0 0 2 5 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0
1421 3 1 0 0 0 0 0 4 4 0 2 0 1 0 0 0 0 0 0 0 0 0 4 0 0
1521 1 2 0 2 0 0 0 3 2 1 0 0 2 0 0 0 0 0 0 1 0 0 10 0 0
1621 2 3 0 0 0 0 0 1 1 0 1 0 2 0 0 0 0 0 0 1 0 0 9 0 0
1721 2 5 0 6 0 1 0 3 1 1 2 0 3 0 0 0 0 0 1 1 0 0 3 0 0
1821 1 2 0 2 0 3 0 0 2 0 1 0 6 0 0 0 0 0 0 1 0 0 6 0 0
1921 1 4 0 2 0 4 0 1 6 0 0 0 2 0 0 0 0 0 0 2 0 0 11 0 0
2021 1 2 0 1 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0
2125 1 0 0 11230 0 2 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 12 0 0
2223 2 3 0 1 0 4 0 2 0 0 1 0 3 0 0 0 0 0 0 0 0 0 3 0 0
2321 0 2 0 0 1 0 0 1 1 6480 1 0 0 0 0 0 0 0 0 0 0 0 5 0 0
2421 1 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0
2521 1 2 0 2 0 0 1 2 6 0 2 0 0 0 0 0 1 0 0 1 0 0 292665 0 0
2621 1 4 0 2 0 1 0 1 2 0 7 0 1 0 0 0 0 0 0 0 0 0 85 0 0
2721 168 4 0 6 0 6 0 8 10 0 1 0 3 0 0 0 0 0 0 1 0 0 7 0 0
2821 36 3 0 0 0 3 0 1 1 0 0 0 1 0 0 0 0 0 2677 0 0 0 4 0 0
2921 0 2 0 0 0 1 0 2 2 0 1 0 1 7 0 0 0 0 0 1 0 0 7 0 0
3021 1 3 0 2 0 1 0 4 5 1 2 0 1 0 0 0 0 0 0 2 0 0 9 0 0
3125 4 3 0 4 0 4 0 2 4 0 4 0 1 0 0 0 0 0 1 1 0 0 9 0 0
3223 1 2 0 1 0 0 0 0 3 0 1 0 2 0 0 0 0 0 0 4 0 0 2 0 0
3321 1 1 0 2 0 2 0 5 1 0 2 0 0 0 0 0 0 0 0 1 0 0 3 0 0
3421 1 2 0 0 0 1 0 3 0 0 36045 0 2 0 0 0 0 0 0 0 0 0 8 0 0
3521 1 1 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
3621 1 1 0 1 0 2 0 1 3 0 0 0 0 0 0 0 0 0 0 1 0 0 10 0 0
3721 2 2 0 4 0 1 0 7 7 0 2 0 1 0 0 0 0 0 1 0 0 0 6 0 0
3821 0 1 0 2 0 3 0 2 3 1 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0
3921 2 3 0 1 0 2819 0 5 61397 0 0 0 1 0 0 0 0 0 0 1 0 0 5 0 0
4021 0 10 0 0 0 3 0 5 10 0 1 0 2 1252 0 0 0 0 0 2 0 0 6 0 0
4125 4 1 0 2 0 1 0 2 6 0 2 0 2 0 0 0 0 0 0 1 0 0 10 0 0
4223 2 1 0 2 0 1 0 4 5 0 3 0 5 0 0 0 0 0 0 0 0 0 8 0 0
4321 5 2 0 3 0 1 0 2 3 0 3 0 1 0 0 0 0 699 0 0 0 0 8 0 0
4421 3 2 0 3 0 3 0 2 1 0 1 0 0 0 0 0 0 0 0 4 0 0 4 0 0
4521 0 0 0 1 0 0 0 2 3 0 4 0 1 0 0 0 0 0 0 0 0 0 6 0 0
4621 2 2 0 2 0 1 0 3 2 0 0 0 1 0 0 0 0 0 0 0 1 0 4 0 0
4721 2 6 0 1 0 3 0 1 0 0 3 0 2 0 0 0 0 0 0 1 0 0 5 0 0
4821 2 3 0 1 0 4 0 4 2 0 1 0 3 0 0 0 0 0 0 0 0 0 16 0 0
4921 3 0 0 1 0 1 0 0 8 0 2 0 1 0 0 0 0 0 0 26606 0 0 7 0 0
5021 1 1 0 1 0 0 1 2 0 0 2 0 1 0 0 0 0 0 0 1 0 0 3 0 0
5125 58654 2 0 2 0 1 0 4 3 1 1 0 5 0 0 0 0 0 0 0 0 0 6 0 0
5223 2 2 0 1 0 1 0 4 3 0 1 0 3 0 0 0 0 0 0 0 0 0 6 0 0
5321 4 5 0 3 0 4 0 3 7 0 6 0 2 0 0 0 0 0 0 4 0 0 14 0 0
5421 0 2 0 1 0 0 0 5 6 0 0 0 1 0 0 0 0 0 0 1 0 0 6 0 0
5521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5621 0 2 0 2 0 1 0 1 2 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0
5721 0 0 0 2 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0
5821 0 1 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 1 0 0 3 0 0
5921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
6021 0 0 0 0 0 0 479 12858 2 1 35 0 1 0 0 0 0 0 0 0 0 0 5 0 0
6125 2 1 0 0 0 0 0 3 2 0 0 0 0 0 0 0 354 0 0 0 0 0 20 0 1
6223 0 3 0 1 0 40729 0 1 1 1 6 0 1 0 0 0 0 0 0 0 0 0 5 0 0
6321 0 73871 0 3 0 1 0 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 7 0 0
6421 1 5 0 2 0 2 0 0 1 1 0 1 2 0 0 0 0 0 0 0 0 0 6 0 0
6521 2 2 0 0 0 1 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6621 0 2 0 4 0 2 0 1 6 0 1 0 1 0 0 0 0 0 0 2 0 0 10 0 0
6721 3 3 0 467 0 1 0 2 4 1 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0
6821 1 7 0 0 0 1 0 5 2 0 2 1 56327 0 0 0 0 0 0 1 0 0 2 0 0
6921 1 0 0 1 0 1 0 0 2 0 2 0 1 0 0 0 0 0 0 1 0 0 9 0 0
7021 1 0 0 0 0 0 0 1 4 0 255 0 2 0 0 0 0 0 0 0 0 0 1 0 0
7125 3 3 0 0 0 5 0 67769 3 0 0 0 0 0 0 0 0 0 0 1 0 0 6 0 0
7223 2 2 0 2 0 3 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 7 0 0
7321 1 1 0 4 0 1 0 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
7421 1 1 0 0 0 4 0 1 2 0 1 0 2 0 0 0 0 0 0 1 0 0 5 0 0
7521 0 0 0 1 0 2 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
7621 3 3 0 2 0 2 0 8 0 2 4 0 2 0 0 0 0 179 4 1 0 0 2 0 0
7721 2 17 0 2 0 2 0 0 2 0 4 0 1 0 0 0 1 0 0 2 0 0 6 0 0
7821 0 1 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0
7921 3 2 0 0 0 1 0 2 4 0 6 0 0 0 0 0 0 0 0 0 0 0 4 0 0
8021 3 0 0 2 0 1 0 3 2 0 2 0 1 0 0 0 0 0 0 0 0 0 5 0 0
8125 0 2 0 3 0 1 0 1 3 0 259 0 0 0 0 0 1 0 0 1 0 0 3 0 0
8223 2 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 6 0 0
8321 0 2 0 0 0 0 0 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0
8421 1 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
8521 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0
8621 1 3 0 1 0 0 0 4 1 0 1 0 1 0 0 0 0 0 0 1 0 0 2 0 0
8721 1 4 0 2 0 2 0 6 3 0 1 0 1 1 0 77 0 0 0 0 0 0 3 0 0
8821 3 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 4 0 0
8921 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
9021 4 1 0 2 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 6 0 0
9124 3 1 0 0 0 1 0 3 1 0 2 0 0 0 0 0 0 0 1 0 0 0 5 0 0
9222 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9321 2 1 0 1 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9421 3 2 0 1 0 0 0 0 2 0 1 0 3 0 0 0 0 0 0 0 0 0 3 0 0
9521 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
9621 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1106 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0
2106 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1
3106 2 0 0 0 0 2 5 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0
4106 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
5106 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
6106 1 0 0 0 0 2 2 0 0 0 0 1 0 0 0 0 3 0 0 0 0 1 0 1 0
7106 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
8106 1 0 0 1 0 0 0 0 0 0 0 3 0 203 0 0 1 0 0 0 0 27026 1 50706 0
978 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 1 0 0
1022 1 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
1126 2 0 0 3736 0 5 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0
1224 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0
1322 2 0 93 0 0 0 3 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0
1422 1 1 0 0 0 0 3 0 0 0 0 2 0 0 0 1 3 0 0 0 0 0 0 1 2
1522 0 14 0 0 0 0 131982 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1
1622 2 1 0 2 0 0 1 0 0 0 1 0 0 0 0 23283 2 0 0 0 0 1 0 0 0
1722 1 2 0 0 0 2 2 0 3860 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0
1822 2 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 3 0 0 0 0 3 0 1 1
1922 3 0 0 0 0 0 3 0 2 0 0 1 0 0 0 2 2 0 0 1 0 0 3 2 0
2022 1 0 0 0 0 1 3 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1
2126 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0
2224 0 1 0 1 0 0 4 0 0 0 0 1 0 0 0 0 1 0 0 8 0 1 0 35 0
2322 0 1 0 0 0 0 4 0 0 0 0 41184 0 0 0 0 0 0 0 0 0 0 0 0 0
2422 0 1 0 0 0 0 3 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 1 0
2522 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0
2622 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
2722 1 2 0 0 0 2 6 0 0 0 0 1 0 0 0 2 3 0 0 0 0 2 3 3 2
2822 2 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2922 1 6 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 2
3022 1 1 0 0 0 2 10 0 0 0 0 1 0 0 0 1 4 0 0 0 0 1 1 1 2
3126 0 5 0 0 0 2 2 0 0 0 0 1 0 0 1 0 5 0 0 0 0 1 1 4 0
3224 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 0
3322 0 1 0 1 0 3 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0
3422 0 0 0 0 0 1 3 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0
3522 0 3 0 0 0 1 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 1 0 3 0
3622 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 2 0 0 0 0 723 0 3 0
3722 2 1 0 1 0 2 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 2 0
3822 0 23 0 0 0 3 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1 1 0
3922 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0
4022 1 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 3 1
4126 1 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 1 0 0 1 0 1 2 0 3
4224 2 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 0
4322 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0
4422 1 4 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0
4522 1 62319 0 0 0 0 8 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 26837 0 0
4622 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 2 1
4722 1 0 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
4822 1 2 0 1 0 1 5 0 0 0 0 2 0 0 0 1 2 0 0 0 0 0 0 1 1
4922 0 1 0 0 0 2540 2 0 0 0 0 1 0 0 0 0 4 0 0 1 0 1 1 2 0
5022 5 0 0 0 0 0 1 0 1 0 0 2 0 0 0 1 1 0 0 2 0 1 1 0 0
5126 1 0 0 0 0 2 5 0 0 0 0 3 0 0 0 0 1 0 0 1 0 1 0 1 0
5224 0 2 0 0 0 2 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 2 2 0
5322 3 0 0 0 0 2 9 0 0 0 3040 1 0 0 1 1 2 0 0 1 0 1 1 1 0
5422 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
5522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5622 3 1 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
5722 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
5822 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1
5922 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
6022 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
6126 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 89 0
6224 1 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 3 0 0 0 0 1 0 0 1
6322 1 2 0 0 0 29413 8 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
6422 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0
6522 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 1 1 0
6622 3 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 2 1 0 0
6722 0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 1 0 0 0 1 0 1 0 0 0
6822 0 1 0 0 0 3 0 0 0 0 0 0 0 0 876 0 0 0 0 2 0 0 0 1 0
6922 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1
7022 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 6 0 0 0 0 1 1 0 0
7126 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 24080 0 1 0 2 0
7224 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
7322 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 2 1 0 0 11 0 1 0 0 0
7422 5 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 2 1 1 0
7522 0 2 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 2 10507
7622 2 0 0 1 0 1 13 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 3
7722 2 2 0 0 0 2 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 1 0 0
7822 57438 2 0 0 0 2 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 9603
7922 1 0 0 0 0 0 3 0 0 0 0 0 0 1 0 1 3 0 0 1 0 13173 0 0 0
8022 0 2 0 0 0 0 9 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0
8126 7 0 0 1 0 477 1 0 0 0 0 2 0 0 0 2 0 0 0 0 0 2 2 0 1
8224 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
8322 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0
8422 1 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0
8522 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8622 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1
8722 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8822 1 0 0 0 0 3 2 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 2 0
8922 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
9022 0 0 0 0 0 0 1 0 531 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 1
9125 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1
9223 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 46323 0 0 1 0 0 0 1 0
9322 0 1 0 453 0 1 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 1
9422 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0
9522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
9622 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1107 0 3 0 6 1 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 5 1 0
2107 0 5 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 2 0 1 1 13733
3107 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 43216 0 0 0 1 0 0 0 1
4107 0 1 0 1 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 4
5107 0 3 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 2 0 1
6107 0 1 0 4 2 0 0 0 1 0 3 0 0 1 0 0 2 0 0 0 164 0 0 0 0
7107 0 1 0 2 1 0 0 0 0 0 2 0 0 4 1 0 0 0 1 0 2 0 1 0 1
8107 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 2 3
979 0 4 0 4 2 0 0 0 0 0 4 0 0 0 0 3 1 0 0 0 0 0 1 3 2
1023 0 5 0 0 1 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 1 1 1
1127 0 11 0 3 1 0 0 0 0 0 2 0 0 1 0 1 2 0 1 0 0 0 0 2 2
1225 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2
1323 0 3 0 3 4 0 0 0 0 0 4 0 0 2 0 0 2 0 1 0 1 0 26439 0 2
1423 0 1 0 2 1 0 0 0 0 0 2 0 0 0 0 17297 0 0 0 0 0 0 0 1 2
1523 0 6 0 1 2 0 1 0 0 0 2 0 0 9363 0 0 2 0 1 0 0 0 1 0 2
1623 0 2 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1723 0 2 0 2 1 0 1 0 0 0 384 0 1 0 0 1 0 0 2 1 4 0 2 0 3
1823 0 5 0 2 1 0 0 0 0 0 5 0 1 104 0 0 1 0 2 0 0 0 1 0 6
1923 0 4 0 1 5 0 0 0 0 0 4 0 0 0 0 3 1 0 0 0 0 0 2 2 4
2023 0 3 0 1 2 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 1 3
2127 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 895 0 0 0 0 1 0 1 1 1
2225 0 4 0 1 4 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 2
2323 0 3 0 3 1 0 0 0 0 0 2 0 0 2 0 0 2 0 0 0 1 0 3 0 0
2423 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1
2523 0 3 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0
2623 0 1 117 2 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 3 1
2723 0 6 0 4 4 0 0 0 0 0 4 0 1 0 0 4 1 0 1 0 1 0 5 15 10
2823 0 2 0 2 4 0 0 0 0 0 4 0 0 2 0 0 1 0 0 0 39507 0 3 1 2
2923 0 6 0 3 5 0 1 0 0 0 3 0 1 0 846 1 0 0 2 0 2 0 1 3 4
3023 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0 3 0 1 0 2 0 1
3127 0 7 0 6 4 0 0 0 0 0 3 0 0 2 0 0 2 0 60 0 1 0 0 1 1
3225 0 3 0 3 5 0 1 0 0 0 0 0 2 3 0 1 2 0 0 0 2 0 1 0 0
3323 0 1 0 0 2 0 0 0 0 0 3 0 4457 1 0 0 0 0 0 0 0 0 0 1 2
3423 0 1 0 4 2 0 0 0 0 0 2 0 0 0 0 2 1 0 0 0 1 0 1 0 4
3523 0 1 0 1 1 0 0 0 0 0 5 0 0 0 0 2 0 0 0 0 2 0 2 2 1
3623 0 3 0 4 1 178 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1
3723 0 7 0 5 3 0 1 0 0 0 4 1 0 1 0 0 3 0 2 0 0 0 4 3 3
3823 0 4 0 4 1 0 0 0 0 0 3 0 0 4 0 1 1 0 0 0 0 0 1 0 0
3923 0 2 0 4 5 0 0 0 0 0 4 0 0 0 0 1 2 0 1 0 3 0 4 0 3
4023 0 5 0 2 5 0 0 0 0 0 9 0 0 1 0 1 4 0 0 0 2 0 0 2 3
4127 0 8 0 9 3 0 0 0 0 0 4 0 0 31304 0 2 4 0 2 0 2 0 2 0 6
4225 0 3 0 0 1 0 0 0 1 0 2 0 1 2 0 0 0 0 0 0 1 0 2 0 3
4323 0 0 0 2 1 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 3 0 1
4423 0 11 0 1 1 0 0 0 0 0 0 0 0 1 298 2 1 0 1 0 0 0 3 3 4
4523 0 3 0 1 3 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 3 2
4623 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 3 2
4723 0 2 0 3 1 0 767 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 3
4823 0 5 0 3 3 0 0 0 0 0 2 0 0 0 0 2 0 0 2 0 0 0 3 1 0
4923 0 4 0 4 1 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 1 0 1 35 4
5023 0 1 0 0 4 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 2 1 3
5127 0 3 0 2 2 0 0 0 0 0 8 0 0 1 0 0 2 0 1 0 2 0 1 2 3
5225 0 3 0 0 2 0 0 0 0 0 5 0 0 1 0 0 1 0 2 0 0 0 2 2 1
5323 0 2 0 5 2 0 0 0 0 0 3 0 0 0 0 1 3 0 2 0 2 0 3 1 2
5423 1 241745 0 3 2 0 0 0 0 0 2 0 0 4 0 1 1 0 0 0 1 0 1 0 1
5523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5623 0 4 0 1 3 0 0 0 0 0 2 0 0 0 0 2 1 0 1 0 1 0 0 2 2
5723 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
5823 0 1 0 1 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 4
5923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
6023 0 2 0 2 4 0 0 0 0 0 2 0 0 1 0 0 0 0 0 357 3 0 0 3 4
